employee_scd_id,employee_id,year,status,country,department,last_promotion_date,last_training_date,absenteeism_days,annual_salary,remote_days,last_promotion_range,age_group
202501730,1730,2025,Manager,Sweden,Finance & Operations,2023-01-22,2025-12-02,5,95000,104,1–2 years,30–39
202501731,1731,2025,Non-manager,France,Cybersecurity & Digital Risk,,2024-11-27,3,71200,113,Not available,40–49
202501732,1732,2025,Manager,Germany,Sales & Business Development,,2025-12-05,3,102700,86,Not available,30–39
202501733,1733,2025,Manager,Sweden,Transformation & Change Management,,2025-04-25,4,110700,128,Not available,30–39
202501734,1734,2025,Manager,France,Digital Marketing & Growth,,2025-07-31,2,142500,108,Not available,40–49
202501735,1735,2025,Manager,Denmark,Transformation & Change Management,2021-01-01,2024-10-25,4,125400,76,3–5 years,30–39
202501736,1736,2025,Manager,Germany,Digital Strategy Consulting,2024-11-26,,3,83600,89,1–2 years,30–39
202501738,1738,2025,Manager,Sweden,Sales & Business Development,2025-08-13,2025-03-26,9,90400,109,Less than 1 year,Under 30
202501739,1739,2025,Manager,Sweden,Digital Strategy Consulting,,2024-09-27,4,95800,102,Not available,Under 30
202501740,1740,2025,Manager,France,Technology & IT Strategy,2023-02-25,2025-10-29,5,117200,123,1–2 years,40–49
202501741,1741,2025,Non-manager,Germany,Customer Experience & Design,2025-08-07,2025-10-19,7,52200,93,Less than 1 year,Under 30
202501743,1743,2025,Manager,Germany,Finance & Operations,2024-11-25,,5,116200,133,1–2 years,30–39
202501745,1745,2025,Manager,Germany,Technology & IT Strategy,2023-01-15,2025-08-26,0,88500,95,1–2 years,30–39
202501746,1746,2025,Non-manager,Germany,Customer Experience & Design,2024-12-10,2024-07-15,7,38400,121,1–2 years,Under 30
202501747,1747,2025,Manager,Denmark,Technology & IT Strategy,2021-05-11,2024-09-28,2,119400,97,3–5 years,Under 30
202501748,1748,2025,Non-manager,Sweden,Digital Marketing & Growth,2023-04-08,2024-11-11,7,77800,99,1–2 years,30–39
202501749,1749,2025,Non-manager,Sweden,Sales & Business Development,,,7,63800,115,Not available,30–39
202501750,1750,2025,Non-manager,Denmark,Transformation & Change Management,2023-05-27,2024-02-03,3,73000,108,1–2 years,30–39
202501751,1751,2025,Non-manager,Sweden,Customer Experience & Design,2025-09-25,,1,65600,88,Less than 1 year,30–39
202501752,1752,2025,Manager,Denmark,Finance & Operations,,2023-07-01,3,164800,94,Not available,50–59
202501753,1753,2025,Manager,Denmark,Sales & Business Development,,2023-04-22,2,125000,122,Not available,40–49
202501754,1754,2025,Non-manager,Sweden,Transformation & Change Management,,2023-06-03,7,52200,91,Not available,30–39
202501756,1756,2025,Manager,Sweden,Transformation & Change Management,,2023-04-22,4,145700,89,Not available,30–39
202501757,1757,2025,Non-manager,Germany,Digital Strategy Consulting,2025-06-23,2025-02-02,6,50800,103,Less than 1 year,40–49
202501758,1758,2025,Non-manager,France,Technology & IT Strategy,,2023-01-15,3,69700,114,Not available,30–39
202501759,1759,2025,Manager,Spain,Digital Marketing & Growth,,2024-02-25,8,99700,95,Not available,40–49
202501760,1760,2025,Non-manager,Sweden,Data & Analytics Consulting,2025-08-31,2023-04-28,4,67700,108,Less than 1 year,Under 30
202501761,1761,2025,Non-manager,Germany,Technology & IT Strategy,2023-10-23,,2,72700,115,1–2 years,30–39
202501762,1762,2025,Manager,Sweden,Digital Marketing & Growth,2018-08-07,2025-01-07,4,133700,136,6–10 years,30–39
202501763,1763,2025,Manager,Denmark,Transformation & Change Management,2025-05-24,2024-05-04,2,103100,121,Less than 1 year,30–39
202501765,1765,2025,Manager,Germany,Sales & Business Development,,2025-08-23,2,110900,99,Not available,30–39
202501766,1766,2025,Manager,Sweden,Customer Experience & Design,2025-09-01,2023-04-25,3,97000,129,Less than 1 year,30–39
202501767,1767,2025,Non-manager,Sweden,Transformation & Change Management,,2025-01-06,3,58100,124,Not available,30–39
202501769,1769,2025,Non-manager,France,Transformation & Change Management,2024-10-08,2024-03-24,9,44700,122,1–2 years,30–39
202501770,1770,2025,Manager,Sweden,Technology & IT Strategy,,2023-09-12,2,174700,134,Not available,40–49
202501771,1771,2025,Non-manager,Sweden,Data & Analytics Consulting,2025-09-25,,3,54800,94,Less than 1 year,Under 30
202501772,1772,2025,Manager,Germany,Human Resources,2022-02-02,2023-02-07,2,93900,134,3–5 years,Under 30
202501773,1773,2025,Non-manager,Germany,Finance & Operations,,2023-08-21,6,89900,125,Not available,30–39
202501774,1774,2025,Manager,Sweden,Human Resources,2024-02-09,2024-05-14,7,80300,143,1–2 years,30–39
202501775,1775,2025,Manager,Sweden,Transformation & Change Management,2021-10-21,2023-02-04,3,97100,115,3–5 years,30–39
202501776,1776,2025,Manager,Denmark,Digital Strategy Consulting,,2025-03-31,5,133500,116,Not available,30–39
202501777,1777,2025,Manager,Denmark,Sales & Business Development,2025-08-25,,6,132900,119,Less than 1 year,30–39
202501778,1778,2025,Manager,Sweden,Sales & Business Development,,2024-12-11,7,141100,79,Not available,30–39
202501780,1780,2025,Non-manager,Sweden,Data & Analytics Consulting,,2023-02-08,7,56200,148,Not available,30–39
202501781,1781,2025,Manager,France,Cybersecurity & Digital Risk,2024-12-09,2023-10-21,5,91800,105,1–2 years,30–39
202501782,1782,2025,Manager,Sweden,Transformation & Change Management,,2023-02-23,8,113300,115,Not available,30–39
202501783,1783,2025,Manager,Spain,Customer Experience & Design,,2024-07-26,6,103900,114,Not available,50–59
202501784,1784,2025,Manager,Germany,Cybersecurity & Digital Risk,,2023-11-28,4,101800,120,Not available,30–39
202501785,1785,2025,Manager,Sweden,Digital Marketing & Growth,2025-09-21,2025-05-23,4,92000,85,Less than 1 year,30–39
202501786,1786,2025,Manager,Sweden,Data & Analytics Consulting,2022-10-30,2024-07-07,4,102900,129,3–5 years,30–39
202501787,1787,2025,Non-manager,Sweden,Data & Analytics Consulting,2024-07-29,,9,60800,112,1–2 years,30–39
202501788,1788,2025,Manager,Spain,Technology & IT Strategy,2021-12-17,2024-07-28,2,70400,119,3–5 years,30–39
202501789,1789,2025,Manager,Sweden,Transformation & Change Management,,,6,90800,113,Not available,30–39
202501790,1790,2025,Non-manager,Denmark,Finance & Operations,,2024-01-16,6,64000,100,Not available,40–49
202501791,1791,2025,Manager,Denmark,Sales & Business Development,2021-09-19,2023-05-01,4,158400,99,3–5 years,40–49
202501792,1792,2025,Manager,Spain,Customer Experience & Design,2023-12-30,2024-07-16,3,78000,125,1–2 years,30–39
202501793,1793,2025,Manager,Sweden,Transformation & Change Management,2024-03-29,2025-11-26,3,91900,113,1–2 years,30–39
202501794,1794,2025,Non-manager,Sweden,Digital Marketing & Growth,2022-05-24,,5,61200,108,3–5 years,30–39
202501795,1795,2025,Manager,Denmark,Digital Marketing & Growth,2022-06-10,2025-08-06,2,104300,104,3–5 years,30–39
202501796,1796,2025,Manager,France,Digital Strategy Consulting,,2024-02-22,2,100100,119,Not available,40–49
202501797,1797,2025,Manager,Sweden,Digital Marketing & Growth,,,4,106100,95,Not available,40–49
202501799,1799,2025,Non-manager,Sweden,Cybersecurity & Digital Risk,2021-12-13,2024-11-06,7,65300,107,3–5 years,30–39
202501800,1800,2025,Manager,Sweden,Transformation & Change Management,2017-08-16,2023-12-20,6,113200,105,6–10 years,40–49
202501801,1801,2025,Manager,Sweden,Cybersecurity & Digital Risk,2019-09-25,,8,115700,108,6–10 years,Under 30
202501802,1802,2025,Manager,Spain,Transformation & Change Management,2024-12-20,2025-01-03,3,70200,112,1–2 years,30–39
202501803,1803,2025,Non-manager,Sweden,Data & Analytics Consulting,,,2,114800,134,Not available,40–49
202501804,1804,2025,Manager,Sweden,Data & Analytics Consulting,2021-02-10,2025-03-14,10,115900,119,3–5 years,30–39
202501805,1805,2025,Non-manager,Spain,Transformation & Change Management,,2024-11-01,3,55600,133,Not available,40–49
202501808,1808,2025,Non-manager,Germany,Digital Marketing & Growth,,2024-03-01,7,69400,106,Not available,30–39
202501809,1809,2025,Non-manager,Denmark,Technology & IT Strategy,2024-04-06,2023-04-07,5,71000,101,1–2 years,30–39
202501811,1811,2025,Non-manager,France,Finance & Operations,,2023-10-04,7,51500,89,Not available,30–39
202501812,1812,2025,Non-manager,Sweden,Digital Strategy Consulting,,2025-10-31,3,71500,131,Not available,40–49
202501813,1813,2025,Manager,France,Finance & Operations,,2023-09-19,6,124400,94,Not available,40–49
202501814,1814,2025,Manager,Spain,Finance & Operations,2022-08-08,,4,77900,113,3–5 years,Under 30
202501815,1815,2025,Non-manager,France,Finance & Operations,2022-07-20,,5,65700,120,3–5 years,30–39
202501816,1816,2025,Manager,Sweden,Digital Strategy Consulting,,2024-05-08,4,80500,74,Not available,Under 30
202501817,1817,2025,Manager,Spain,Data & Analytics Consulting,2024-11-17,,6,78200,126,1–2 years,30–39
202501818,1818,2025,Manager,Spain,Sales & Business Development,,,2,73900,104,Not available,30–39
202501819,1819,2025,Manager,France,Transformation & Change Management,,2024-12-10,3,87600,99,Not available,30–39
202501820,1820,2025,Manager,Sweden,Cybersecurity & Digital Risk,,,8,138100,102,Not available,50–59
202501821,1821,2025,Manager,Sweden,Digital Strategy Consulting,,2023-05-29,5,132000,104,Not available,40–49
202501822,1822,2025,Manager,Germany,Digital Strategy Consulting,2021-02-26,2023-07-19,2,108300,102,3–5 years,40–49
202501823,1823,2025,Non-manager,Denmark,Cybersecurity & Digital Risk,2024-04-30,2025-05-23,3,80400,129,1–2 years,30–39
202501825,1825,2025,Manager,Sweden,Customer Experience & Design,2021-05-11,2025-02-04,7,95400,111,3–5 years,30–39
202501826,1826,2025,Manager,France,Data & Analytics Consulting,,2023-01-16,5,82700,120,Not available,30–39
202501827,1827,2025,Manager,France,Finance & Operations,,2023-09-01,7,92000,115,Not available,Under 30
202501828,1828,2025,Non-manager,Sweden,Finance & Operations,2023-04-29,2025-01-16,3,63500,127,1–2 years,Under 30
202501829,1829,2025,Non-manager,Spain,Digital Marketing & Growth,2024-01-22,2023-01-20,3,42400,135,1–2 years,Under 30
202501830,1830,2025,Manager,Germany,Digital Marketing & Growth,2021-04-16,2024-01-11,2,115700,118,3–5 years,40–49
202501831,1831,2025,Non-manager,Sweden,Human Resources,,,7,69100,142,Not available,30–39
202501832,1832,2025,Manager,France,Data & Analytics Consulting,2025-11-23,2024-10-24,1,84400,95,Less than 1 year,Under 30
202501833,1833,2025,Manager,Denmark,Customer Experience & Design,2022-02-01,2023-08-02,5,113300,115,3–5 years,Under 30
202501834,1834,2025,Non-manager,Sweden,Digital Strategy Consulting,2022-04-01,2025-11-03,9,68000,96,3–5 years,Under 30
202501835,1835,2025,Non-manager,France,Data & Analytics Consulting,2022-03-31,2024-07-19,3,59900,129,3–5 years,Under 30
202501836,1836,2025,Non-manager,Germany,Digital Strategy Consulting,2025-12-16,2024-02-10,6,60300,108,Less than 1 year,30–39
202501837,1837,2025,Manager,Sweden,Customer Experience & Design,2023-07-04,2023-11-15,10,115400,105,1–2 years,40–49
202501838,1838,2025,Non-manager,Denmark,Technology & IT Strategy,2024-03-15,2023-08-02,7,60900,114,1–2 years,Under 30
202501839,1839,2025,Manager,Germany,Sales & Business Development,2025-02-28,2023-10-22,1,145400,77,Less than 1 year,30–39
202501840,1840,2025,Manager,Sweden,Digital Strategy Consulting,,2024-10-09,4,115700,105,Not available,40–49
202501841,1841,2025,Manager,Germany,Human Resources,,2025-07-07,5,111900,113,Not available,Under 30
202501842,1842,2025,Manager,Germany,Transformation & Change Management,,2023-07-13,1,87100,120,Not available,30–39
202501843,1843,2025,Manager,Sweden,Digital Marketing & Growth,2018-03-26,2023-09-23,9,130200,112,6–10 years,40–49
202501844,1844,2025,Manager,Sweden,Data & Analytics Consulting,2025-05-25,,8,98200,128,Less than 1 year,Under 30
202501845,1845,2025,Non-manager,Sweden,Finance & Operations,,,6,75100,86,Not available,40–49
202501846,1846,2025,Manager,Sweden,Data & Analytics Consulting,,2023-05-17,6,100400,109,Not available,30–39
202501847,1847,2025,Non-manager,Sweden,Digital Strategy Consulting,,2023-10-15,7,70600,107,Not available,Under 30
202501848,1848,2025,Non-manager,Sweden,Data & Analytics Consulting,,,6,86600,105,Not available,Under 30
202501849,1849,2025,Non-manager,Sweden,Digital Strategy Consulting,,,2,72800,112,Not available,30–39
202501850,1850,2025,Manager,Sweden,Finance & Operations,2025-04-01,2023-12-04,2,88600,101,Less than 1 year,30–39
202501851,1851,2025,Manager,Germany,Data & Analytics Consulting,2024-12-05,2024-06-16,5,79700,118,1–2 years,30–39
202501852,1852,2025,Non-manager,Germany,Sales & Business Development,2024-04-05,2023-05-07,3,49200,104,1–2 years,30–39
202501853,1853,2025,Non-manager,Sweden,Transformation & Change Management,2025-06-11,2023-03-26,9,47200,119,Less than 1 year,Under 30
202501854,1854,2025,Non-manager,Spain,Transformation & Change Management,2023-08-28,,2,52400,137,1–2 years,30–39
202501855,1855,2025,Manager,Spain,Finance & Operations,2022-12-04,2023-12-06,5,75700,108,3–5 years,30–39
202501856,1856,2025,Non-manager,Sweden,Data & Analytics Consulting,2021-08-29,2025-01-30,5,75800,119,3–5 years,30–39
202501857,1857,2025,Manager,Spain,Technology & IT Strategy,2025-01-11,2023-05-26,6,76800,112,Less than 1 year,30–39
202501858,1858,2025,Manager,Sweden,Cybersecurity & Digital Risk,,2024-05-27,6,197400,86,Not available,40–49
202501859,1859,2025,Manager,Sweden,Transformation & Change Management,,2024-09-27,3,176100,75,Not available,50–59
202501860,1860,2025,Non-manager,Denmark,Human Resources,,,3,73400,118,Not available,30–39
202501861,1861,2025,Non-manager,Sweden,Sales & Business Development,2025-12-31,2025-11-30,5,63000,124,Less than 1 year,30–39
202501862,1862,2025,Non-manager,Sweden,Digital Strategy Consulting,2025-06-23,2025-03-21,7,53400,123,Less than 1 year,Under 30
202501863,1863,2025,Manager,Denmark,Finance & Operations,2023-01-06,2025-02-09,3,105000,108,1–2 years,40–49
202501864,1864,2025,Manager,Spain,Human Resources,,2023-06-21,7,63100,111,Not available,Under 30
202501865,1865,2025,Non-manager,Spain,Data & Analytics Consulting,,,2,44200,122,Not available,40–49
202501866,1866,2025,Non-manager,Spain,Digital Marketing & Growth,2022-12-21,2023-10-02,4,42100,144,3–5 years,30–39
202501867,1867,2025,Manager,France,Technology & IT Strategy,2019-08-08,,8,119400,117,6–10 years,40–49
202501868,1868,2025,Manager,Sweden,Transformation & Change Management,2023-05-23,2024-07-10,7,117100,136,1–2 years,Under 30
202501869,1869,2025,Manager,France,Technology & IT Strategy,,2024-07-07,7,101900,133,Not available,30–39
202501870,1870,2025,Manager,Denmark,Finance & Operations,,2024-10-20,1,174800,139,Not available,40–49
202501871,1871,2025,Non-manager,Spain,Cybersecurity & Digital Risk,2024-07-08,2023-12-19,2,43100,103,1–2 years,30–39
202501872,1872,2025,Non-manager,Sweden,Digital Marketing & Growth,2023-06-23,2025-12-30,8,47700,130,1–2 years,Under 30
202501873,1873,2025,Non-manager,Sweden,Sales & Business Development,2024-09-17,2024-05-01,4,50900,128,1–2 years,Under 30
202501874,1874,2025,Non-manager,Germany,Transformation & Change Management,2016-02-21,2025-01-27,4,105500,99,6–10 years,50–59
202501875,1875,2025,Non-manager,Sweden,Customer Experience & Design,,2025-10-08,1,87500,158,Not available,50–59
202501876,1876,2025,Non-manager,Sweden,Digital Strategy Consulting,,2024-03-21,3,40300,154,Not available,30–39
202501877,1877,2025,Non-manager,Germany,Digital Marketing & Growth,,,6,85900,48,Not available,60 and above
202501878,1878,2025,Manager,Denmark,Customer Experience & Design,2025-03-04,,3,103100,106,Less than 1 year,Under 30
202501879,1879,2025,Non-manager,Germany,Transformation & Change Management,,2023-11-10,4,49800,122,Not available,30–39
202501880,1880,2025,Manager,Sweden,Transformation & Change Management,2023-12-03,2025-01-02,7,99600,124,1–2 years,40–49
202501881,1881,2025,Non-manager,Denmark,Digital Strategy Consulting,2025-10-18,2025-06-08,5,70900,101,Less than 1 year,Under 30
202501882,1882,2025,Manager,Denmark,Digital Strategy Consulting,2023-10-13,2024-11-06,6,127700,101,1–2 years,30–39
202501883,1883,2025,Manager,Sweden,Digital Strategy Consulting,2025-11-01,2023-04-25,6,89800,111,Less than 1 year,30–39
202501884,1884,2025,Manager,France,Technology & IT Strategy,,2024-06-16,3,85400,119,Not available,30–39
202501885,1885,2025,Non-manager,Sweden,Digital Marketing & Growth,2024-10-29,2025-06-02,6,44100,118,1–2 years,Under 30
202501886,1886,2025,Non-manager,France,Digital Strategy Consulting,2023-05-20,2025-03-09,5,64500,104,1–2 years,30–39
202501887,1887,2025,Non-manager,Spain,Customer Experience & Design,2022-04-01,2025-01-22,4,43400,114,3–5 years,40–49
202501888,1888,2025,Manager,Denmark,Finance & Operations,2021-06-16,2023-01-04,4,100200,133,3–5 years,30–39
